1 | Tackle | normal | physical | 35 | 50 | 100
932 | Milk Drink | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
933 | Ice Ball | ice | physical | 20 | 30 | 90 | -- % | 0 | Yes | No | No
934 | Crabhammer | water | physical | 10 | 100 | 90 | -- % | 0 | Yes | No | No
935 | Grudge | ghost | other | 5 | 0 | 0 | -- % | 0 | No | No | No
936 | Harden | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
937 | Leaf Blade | grass | physical | 15 | 90 | 100 | -- % | 0 | Yes | No | No
938 | Pay Day | normal | physical | 20 | 40 | 100 | -- % | 0 | No | No | No
939 | Scald | water | special | 15 | 80 | 100 | 30 % | 0 | No | No | No
940 | Extreme Speed | normal | physical | 5 | 80 | 100 | -- % | 2 | Yes | No | No
941 | Synthesis | grass | other | 5 | 0 | 0 | -- % | 0 | No | No | No
942 | Mud-Slap | ground | special | 10 | 20 | 100 | 100 % | 0 | No | No | No
943 | Roar | normal | other | 20 | 0 | 0 | -- % | -6 | No | Yes | No
944 | Fling | dark | physical | 10 | 1 | 100 | <table align="center"><tr><td class="pkmn"><a href="/itemdex/flameorb.shtml"><img src="/itemdex/sprites/flameorb.png" border="0" /></a> | <table align="center"><tr><td class="pkmn"><a href="/itemdex/kingsrock.shtml"><img src="/itemdex/sprites/king'srock.png" border="0" /></a> | 10 | <table align="center"><tr><td class="pkmn"><a href="/itemdex/poisonbarb.shtml"><img src="/itemdex/sprites/poisonbarb.png" border="0" /></a> | 70
945 | Aqua Ring | water | other | 20 | 0 | 0 | -- % | 0 | No | No | No
946 | Horn Attack | normal | physical | 25 | 65 | 100 | -- % | 0 | Yes | No | No
947 | Rock Throw | rock | physical | 15 | 50 | 90 | -- % | 0 | No | No | No
948 | Grass Knot | grass | special | 20 | 1 | 100 | -- % | 0 | Yes | No | No
949 | Sonic Boom | normal | special | 20 | 1 | 90 | -- % | 0 | No | No | No
950 | Outrage | dragon | physical | 10 | 120 | 100 | -- % | 0 | Yes | No | No
951 | Sky Drop | flying | physical | 10 | 60 | 100 | -- % | 0 | Yes | No | No
952 | Curse | ghost | other | 10 | 0 | 0 | -- % | 0 | No | No | No
953 | Knock Off | dark | physical | 25 | 65 | 100 | -- % | 0 | Yes | No | No
954 | Barrage | normal | physical | 20 | 15 | 85 | -- % | 0 | No | No | No
955 | Chatter | flying | special | 20 | 65 | 100 | 100 % | 0 | No | Yes | No
956 | Lucky Chant | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
957 | Nasty Plot | dark | other | 20 | 0 | 0 | -- % | 0 | No | No | No
958 | Giga Impact | normal | physical | 5 | 150 | 90 | -- % | 0 | Yes | No | No
959 | Icicle Spear | ice | physical | 30 | 25 | 100 | -- % | 0 | No | No | No
960 | Grass Whistle | grass | other | 15 | 0 | 55 | -- % | 0 | No | Yes | No
961 | Assurance | dark | physical | 10 | 60 | 100 | -- % | 0 | Yes | No | No
962 | Sticky Web | bug | other | 20 | 0 | 0 | -- % | 0 | No | No | No
963 | Reflect | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
964 | Secret Power | normal | physical | 20 | 70 | 100 | Buildings | Caves & Mountains | Sleep | Snow | Freeze
965 | Disarming Voice | fairy | special | 15 | 40 | 0 | -- % | 0 | No | Yes | No
966 | Weather Ball | normal | special | 10 | 50 | 100 | -- % | 0 | No | No | No
967 | Gear Grind | steel | physical | 15 | 50 | 85 | -- % | 0 | Yes | No | No
968 | Seed Bomb | grass | physical | 15 | 80 | 100 | -- % | 0 | No | No | No
969 | Power Whip | grass | physical | 10 | 120 | 85 | -- % | 0 | Yes | No | No
970 | Tackle | normal | physical | 35 | 50 | 100 | -- % | 0 | Yes | No | No
971 | Mirror Move | flying | other | 20 | 0 | 0 | -- % | 0 | No | No | No
972 | Horn Leech | grass | physical | 10 | 75 | 100 | -- % | 0 | Yes | No | No
973 | Thief | dark | physical | 25 | 60 | 100 | -- % | 0 | Yes | No | No
974 | Trick-or-Treat | ghost | other | 20 | 0 | 100 | -- % | 0 | No | No | No
975 | Acupressure | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
976 | Magic Coat | psychic | other | 15 | 0 | 0 | <img src="/pokedex-bw/type/normal.gif"> | 15 | 30 | -- | 100
977 | Phantom Force | ghost | physical | 10 | 90 | 100 | -- % | 0 | Yes | No | No
978 | Rock Climb | normal | physical | 20 | 90 | 85 | 20 % | 0 | Yes | No | No
979 | Brine | water | special | 10 | 65 | 100 | -- % | 0 | No | No | No
980 | Night Shade | ghost | special | 15 | 1 | 100 | -- % | 0 | No | No | No
981 | Feather Dance | flying | other | 15 | 0 | 100 | -- % | 0 | No | No | No
982 | Sing | normal | other | 15 | 0 | 55 | -- % | 0 | No | Yes | No
983 | Detect | fighting | other | 5 | 0 | 0 | -- % | 4 | No | No | No
984 | Sludge | poison | special | 20 | 65 | 100 | 30 % | 0 | No | No | No
985 | Cross Chop | fighting | physical | 5 | 100 | 80 | -- % | 0 | Yes | No | No
986 | Belch | poison | special | 10 | 120 | 90 | -- % | 0 | No | No | No
987 | Transform | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
988 | Yawn | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
989 | Play Nice | normal | other | 20 | 0 | 0 | 100 % | 0 | No | No | No
990 | Hex | ghost | special | 10 | 65 | 100 | -- % | 0 | No | No | No
991 | Spite | ghost | other | 10 | 0 | 100 | -- % | 0 | No | No | No
992 | Counter | fighting | physical | 20 | 1 | 100 | -- % | -5 | Yes | No | No
993 | Ominous Wind | ghost | special | 5 | 60 | 100 | 10 % | 0 | No | No | No
994 | Screech | normal | other | 40 | 0 | 85 | -- % | 0 | No | Yes | No
995 | Powder | bug | other | 20 | 0 | 100 | -- % | 1 | No | No | No
996 | Heal Bell | normal | other | 5 | 0 | 0 | -- % | 0 | No | Yes | No
997 | Snatch | dark | other | 10 | 0 | 0 | <img src="/pokedex-bw/type/poison.gif"> | 20 | 30 | -- | --
998 | Double Kick | fighting | physical | 30 | 30 | 100 | -- % | 0 | Yes | No | No
999 | Imprison | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1000 | Magma Storm | fire | special | 5 | 100 | 75 | 100 % | 0 | No | No | No
1001 | Sharpen | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1002 | Tickle | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1003 | Shadow Ball | ghost | special | 15 | 80 | 100 | 20 % | 0 | No | No | No
1004 | Magnitude | ground | physical | 30 | 1 | 100 | -- % | 0 | No | No | No
1005 | Scratch | normal | physical | 35 | 40 | 100 | -- % | 0 | Yes | No | No
1006 | Confuse Ray | ghost | other | 10 | 0 | 100 | -- % | 0 | No | No | No
1007 | Parting Shot | dark | other | 20 | 0 | 100 | 100 % | 0 | No | Yes | No
1008 | Confide | normal | other | 20 | 0 | 0 | 100 % | 0 | No | Yes | No
1009 | Nature Power | normal | other | 20 | 0 | 0 | Buildings | Caves & Mountains | <a href="energyball.shtml">Energy ball</a> | Snow | <a href="blizzard.shtml">Blizzard</a>
1010 | Protect | normal | other | 10 | 0 | 0 | -- % | 4 | No | No | No
1011 | Feint | normal | physical | 10 | 30 | 100 | -- % | 2 | No | No | No
1012 | Sky Uppercut | fighting | physical | 15 | 85 | 90 | -- % | 0 | Yes | No | Yes
1013 | Slam | normal | physical | 20 | 80 | 75 | -- % | 0 | Yes | No | No
1014 | Tail Slap | normal | physical | 10 | 25 | 85 | -- % | 0 | Yes | No | No
1015 | Hold Hands | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1016 | Encore | normal | other | 5 | 0 | 100 | -- % | 0 | No | No | No
1017 | Spider Web | bug | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1018 | Shadow Claw | ghost | physical | 15 | 70 | 100 | -- % | 0 | Yes | No | No
1019 | Clamp | water | physical | 15 | 35 | 85 | 100 % | 0 | Yes | No | No
1020 | Flying Press | fighting | physical | 10 | 80 | 95 | <a href="/attackdex-xy/normal.shtml"><img src="/games/type/normal2.gif" border="0" /></a> | <a href="/attackdex-xy/water.shtml"><img src="/games/type/water2.gif" border="0" /></a> | <a href="/attackdex-xy/poison.shtml"><img src="/games/type/poison2.gif" border="0" /></a> | <a href="/attackdex-xy/ground.shtml"><img src="/games/type/ground2.gif" border="0" /></a> | <a href="/attackdex-xy/flying.shtml"><img src="/games/type/flying2.gif" border="0" /></a>
1021 | Smog | poison | special | 20 | 30 | 70 | 40 % | 0 | No | No | No
1022 | Destiny Bond | ghost | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1023 | Attract | normal | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1024 | Mean Look | normal | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1025 | Hyper Fang | normal | physical | 15 | 80 | 90 | 10 % | 0 | Yes | No | No
1026 | Teeter Dance | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1027 | Memento | dark | other | 10 | 0 | 100 | -- % | 0 | No | No | No
1028 | Submission | fighting | physical | 25 | 80 | 80 | -- % | 0 | Yes | No | No
1029 | Perish Song | normal | other | 5 | 0 | 0 | -- % | 0 | No | Yes | No
1030 | Quick Guard | fighting | other | 15 | 0 | 0 | -- % | 3 | No | No | No
1031 | Natural Gift | normal | physical | 15 | 1 | 100 | <table align="center"><tr><td class="pkmn"><a href="/itemdex/cheriberry.shtml"><img src="/itemdex/sprites/cheriberry.png" border="0" /></a> | <table align="center"><tr><td class="pkmn"><a href="/itemdex/chestoberry.shtml"><img src="/itemdex/sprites/chestoberry.png" border="0" /></a> | <a href="/itemdex/rawstberry.shtml">Rawst Berry</a> | <table align="center"><tr><td class="pkmn"><a href="/itemdex/aspearberry.shtml"><img src="/itemdex/sprites/aspearberry.png" border="0" /></a> | <a href="/itemdex/aspearberry.shtml">Aspear Berry</a>
1032 | Facade | normal | physical | 20 | 70 | 100 | -- % | 0 | Yes | No | No
1033 | Disable | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1034 | Eerie Impulse | electric | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1035 | Shadow Sneak | ghost | physical | 30 | 40 | 100 | -- % | 1 | Yes | No | No
1036 | Crush Grip | normal | physical | 5 | 1 | 100 | -- % | 0 | Yes | No | No
1037 | Strength | normal | physical | 15 | 80 | 100 | -- % | 0 | Yes | No | No
1038 | Heat Crash | fire | physical | 10 | 1 | 100 | -- % | 0 | Yes | No | No
1039 | Shadow Force | ghost | physical | 5 | 120 | 100 | -- % | 0 | Yes | No | No
1040 | Captivate | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1041 | Venom Drench | poison | other | 20 | 0 | 100 | 100 % | 0 | No | No | No
1042 | Techno Blast | normal | special | 5 | 120 | 100 | -- % | 0 | No | No | No
1043 | Baton Pass | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1044 | Superpower | fighting | physical | 5 | 120 | 100 | 100 % | 0 | Yes | No | No
1045 | Bulk Up | fighting | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1046 | Future Sight | psychic | special | 10 | 120 | 100 | -- % | 0 | No | No | No
1047 | Growth | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1048 | Return | normal | physical | 20 | 1 | 100 | -- % | 0 | Yes | No | No
1049 | Flatter | dark | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1050 | Block | normal | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1051 | Astonish | ghost | physical | 15 | 30 | 100 | 30 % | 0 | Yes | No | No
1052 | Headbutt | normal | physical | 15 | 70 | 100 | 30 % | 0 | Yes | No | No
1053 | Wide Guard | rock | other | 10 | 0 | 0 | -- % | 3 | No | No | No
1054 | Lick | ghost | physical | 30 | 30 | 100 | 30 % | 0 | Yes | No | No
1055 | Embargo | dark | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1056 | Soak | water | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1057 | Flail | normal | physical | 15 | 1 | 100 | -- % | 0 | Yes | No | No
1058 | Wish | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1059 | Wake-Up Slap | fighting | physical | 10 | 70 | 100 | -- % | 0 | Yes | No | No
1060 | Psych Up | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1061 | Storm Throw | fighting | physical | 10 | 60 | 100 | -- % | 0 | Yes | No | No
1062 | Double-Edge | normal | physical | 15 | 120 | 100 | -- % | 0 | Yes | No | No
1063 | Trump Card | normal | special | 5 | 1 | 0 | -- % | 0 | Yes | No | No
1064 | Echoed Voice | normal | special | 15 | 40 | 100 | -- % | 0 | No | Yes | No
1065 | Dark Void | dark | other | 10 | 0 | 80 | -- % | 0 | No | No | No
1066 | Shadow Punch | ghost | physical | 20 | 60 | 0 | -- % | 0 | Yes | No | Yes
1067 | Foresight | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1068 | Bullet Punch | steel | physical | 30 | 40 | 100 | -- % | 1 | Yes | No | Yes
1069 | Rock Wrecker | rock | physical | 5 | 150 | 90 | -- % | 0 | No | No | No
1070 | Thunder Wave | electric | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1071 | Nightmare | ghost | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1072 | Simple Beam | normal | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1073 | Last Resort | normal | physical | 5 | 140 | 100 | -- % | 0 | Yes | No | No
1074 | Jump Kick | fighting | physical | 10 | 100 | 95 | -- % | 0 | Yes | No | No
1075 | Assist | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1076 | Dragon Tail | dragon | physical | 10 | 60 | 90 | -- % | -6 | Yes | No | No
1077 | Mega Kick | normal | physical | 5 | 120 | 75 | -- % | 0 | Yes | No | No
1078 | Sand Attack | ground | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1079 | Doom Desire | steel | special | 5 | 140 | 100 | -- % | 0 | No | No | No
1080 | Lunar Dance | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1081 | Wild Charge | electric | physical | 15 | 90 | 100 | -- % | 0 | Yes | No | No
1082 | Swagger | normal | other | 15 | 0 | 90 | -- % | 0 | No | No | No
1083 | Dig | ground | physical | 10 | 80 | 100 | -- % | 0 | Yes | No | No
1084 | Rest | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1085 | Zen Headbutt | psychic | physical | 15 | 80 | 90 | 20 % | 0 | Yes | No | No
1086 | Defense Curl | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1087 | Toxic | poison | other | 10 | 0 | 90 | -- % | 0 | No | No | No
1088 | Conversion 2 | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1089 | Vital Throw | fighting | physical | 10 | 70 | 0 | -- % | -1 | Yes | No | No
1090 | Belly Drum | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1091 | Acid Armor | poison | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1092 | Poison Gas | poison | other | 40 | 0 | 90 | -- % | 0 | No | No | No
1093 | Bestow | normal | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1094 | Thunder Fang | electric | physical | 15 | 65 | 95 | 10 % | 0 | Yes | No | No
1095 | Magnetic Flux | electric | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1096 | Seismic Toss | fighting | physical | 20 | 1 | 100 | -- % | 0 | Yes | No | No
1097 | Toxic Spikes | poison | other | 20 | 0 | 0 | 1 Layer | 2+ Layers | Entry Hazard | <a href="/attackdex-xy/clever.shtml"><img src="/pokedex-bw/type/clever.png" border="0" alt="Clever" /></a> | <img src="/pokedex-bw/type/heart.png" /><img src="/pokedex-bw/type/heart.png" />
1098 | Drill Run | ground | physical | 10 | 80 | 95 | -- % | 0 | Yes | No | No
1099 | Stun Spore | grass | other | 30 | 0 | 75 | -- % | 0 | No | No | No
1100 | Lava Plume | fire | special | 15 | 80 | 100 | 30 % | 0 | No | No | No
1101 | Dragon Dance | dragon | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1102 | Aqua Tail | water | physical | 10 | 90 | 90 | -- % | 0 | Yes | No | No
1103 | Fury Attack | normal | physical | 20 | 15 | 85 | -- % | 0 | Yes | No | No
1104 | Forest's Curse | grass | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1105 | Rototiller | ground | other | 10 | 0 | 0 | 100 % | 0 | No | No | No
1106 | Self-Destruct | normal | physical | 5 | 200 | 100 | -- % | 0 | No | No | No
1107 | Secret Sword | fighting | special | 10 | 85 | 100 | -- % | 0 | No | No | No
1108 | Pain Split | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1109 | Steamroller | bug | physical | 20 | 65 | 100 | 30 % | 0 | Yes | No | No
1110 | Psychic | psychic | special | 10 | 90 | 100 | 10 % | 0 | No | No | No
1111 | Ice Ball | ice | physical | 20 | 30 | 90 | -- % | 0 | Yes | No | No
1112 | Cosmic Power | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1113 | Metal Sound | steel | other | 40 | 0 | 85 | -- % | 0 | No | Yes | No
1114 | Frustration | normal | physical | 20 | 1 | 100 | -- % | 0 | Yes | No | No
1115 | Skull Bash | normal | physical | 10 | 130 | 100 | 100 % | 0 | Yes | No | No
1116 | Ingrain | grass | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1117 | Leaf Blade | grass | physical | 15 | 90 | 100 | -- % | 0 | Yes | No | No
1118 | Entrainment | normal | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1119 | Crabhammer | water | physical | 10 | 100 | 90 | -- % | 0 | Yes | No | No
1120 | Dynamic Punch | fighting | physical | 5 | 100 | 50 | 100 % | 0 | Yes | No | Yes
1121 | Retaliate | normal | physical | 5 | 70 | 100 | -- % | 0 | Yes | No | No
1122 | Kinesis | psychic | other | 15 | 0 | 80 | -- % | 0 | No | No | No
1123 | Harden | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1124 | Cotton Guard | grass | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1125 | Outrage | dragon | physical | 10 | 120 | 100 | -- % | 0 | Yes | No | No
1126 | Hurricane | flying | special | 10 | 110 | 70 | 30 % | 0 | No | No | No
1127 | Miracle Eye | psychic | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1128 | Snore | normal | special | 15 | 50 | 100 | 30 % | 0 | No | Yes | No
1129 | Endure | normal | other | 10 | 0 | 0 | -- % | 4 | No | No | No
1130 | Stockpile | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1131 | Knock Off | dark | physical | 25 | 65 | 100 | -- % | 0 | Yes | No | No
1132 | Moonlight | fairy | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1133 | Sky Drop | flying | physical | 10 | 60 | 100 | -- % | 0 | Yes | No | No
1134 | Worry Seed | grass | other | 10 | 0 | 100 | -- % | 0 | No | No | No
1135 | Metronome | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1136 | Aura Sphere | fighting | special | 20 | 80 | 0 | -- % | 0 | No | No | No
1137 | Me First | normal | other | 20 | 1 | 0 | -- % | 0 | No | No | No
1138 | Baby-Doll Eyes | fairy | other | 30 | 0 | 100 | -- % | 1 | No | No | No
1139 | Curse | ghost | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1140 | Quiver Dance | bug | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1141 | Gear Grind | steel | physical | 15 | 50 | 85 | -- % | 0 | Yes | No | No
1142 | Fury Swipes | normal | physical | 15 | 18 | 80 | -- % | 0 | Yes | No | No
1143 | Close Combat | fighting | physical | 5 | 120 | 100 | 100 % | 0 | Yes | No | No
1144 | Lock-On | normal | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1145 | Growl | normal | other | 40 | 0 | 100 | -- % | 0 | No | Yes | No
1146 | Hyper Voice | normal | special | 10 | 90 | 100 | -- % | 0 | No | Yes | No
1147 | Smelling Salts | normal | physical | 10 | 70 | 100 | -- % | 0 | Yes | No | No
1148 | Scald | water | special | 15 | 80 | 100 | 30 % | 0 | No | No | No
1149 | U-turn | bug | physical | 20 | 70 | 100 | -- % | 0 | Yes | No | No
1150 | Power Trick | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1151 | Seed Bomb | grass | physical | 15 | 80 | 100 | -- % | 0 | No | No | No
1152 | Odor Sleuth | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1153 | Recycle | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1154 | Triple Kick | fighting | physical | 10 | 10 | 90 | -- % | 0 | Yes | No | No
1155 | Roar | normal | other | 20 | 0 | 0 | -- % | -6 | No | Yes | No
1156 | Calm Mind | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1157 | Megahorn | bug | physical | 10 | 120 | 85 | -- % | 0 | Yes | No | No
1158 | Rock Throw | rock | physical | 15 | 50 | 90 | -- % | 0 | No | No | No
1159 | Constrict | normal | physical | 35 | 10 | 100 | 10 % | 0 | Yes | No | No
1160 | After You | normal | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1161 | Spore | grass | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1162 | Crunch | dark | physical | 15 | 80 | 100 | 20 % | 0 | Yes | No | No
1163 | Giga Impact | normal | physical | 5 | 150 | 90 | -- % | 0 | Yes | No | No
1164 | Synthesis | grass | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1165 | Grass Whistle | grass | other | 15 | 0 | 55 | -- % | 0 | No | Yes | No
1166 | Freeze Shock | ice | physical | 5 | 140 | 90 | 30 % | 0 | No | No | No
1167 | Mat Block | fighting | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1168 | Guillotine | normal | physical | 5 | 1 | 30 | -- % | 0 | Yes | No | No
1169 | Focus Punch | fighting | physical | 20 | 150 | 100 | -- % | -3 | Yes | No | Yes
1170 | Focus Blast | fighting | special | 5 | 120 | 70 | 10 % | 0 | No | No | No
1171 | Bullet Seed | grass | physical | 30 | 25 | 100 | -- % | 0 | No | No | No
1172 | Leech Seed | grass | other | 10 | 0 | 90 | -- % | 0 | No | No | No
1173 | Aqua Ring | water | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1174 | Sticky Web | bug | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1175 | Grudge | ghost | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1176 | Tail Whip | normal | other | 30 | 0 | 100 | -- % | 0 | No | No | No
1177 | Razor Wind | normal | special | 10 | 80 | 100 | -- % | 0 | No | No | No
1178 | Dragon Rush | dragon | physical | 10 | 100 | 75 | 20 % | 0 | Yes | No | No
1179 | Nasty Plot | dark | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1180 | Sweet Scent | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1181 | Fusion Bolt | electric | physical | 5 | 100 | 100 | -- % | 0 | No | No | No
1182 | Vacuum Wave | fighting | special | 30 | 40 | 100 | -- % | 1 | No | No | No
1183 | Arm Thrust | fighting | physical | 20 | 15 | 100 | -- % | 0 | Yes | No | No
1184 | Extreme Speed | normal | physical | 5 | 80 | 100 | -- % | 2 | Yes | No | No
1185 | Mach Punch | fighting | physical | 30 | 40 | 100 | -- % | 1 | Yes | No | Yes
1186 | Ice Shard | ice | physical | 30 | 40 | 100 | -- % | 1 | No | No | No
1187 | String Shot | bug | other | 40 | 0 | 95 | -- % | 0 | No | No | No
1188 | Milk Drink | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1189 | Reflect | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1190 | Scary Face | normal | other | 10 | 0 | 100 | -- % | 0 | No | No | No
1191 | Power Whip | grass | physical | 10 | 120 | 85 | -- % | 0 | Yes | No | No
1192 | Supersonic | normal | other | 20 | 0 | 55 | -- % | 0 | No | Yes | No
1193 | Play Rough | fairy | physical | 10 | 90 | 90 | 10 % | 0 | No | No | No
1194 | Rolling Kick | fighting | physical | 15 | 60 | 85 | 30 % | 0 | Yes | No | No
1195 | Fling | dark | physical | 10 | 1 | 100 | <table align="center"><tr><td class="pkmn"><a href="/itemdex/flameorb.shtml"><img src="/itemdex/sprites/flameorb.png" border="0" /></a> | <table align="center"><tr><td class="pkmn"><a href="/itemdex/kingsrock.shtml"><img src="/itemdex/sprites/king'srock.png" border="0" /></a> | 10 | <table align="center"><tr><td class="pkmn"><a href="/itemdex/poisonbarb.shtml"><img src="/itemdex/sprites/poisonbarb.png" border="0" /></a> | 70
1196 | Pound | normal | physical | 35 | 40 | 100 | -- % | 0 | Yes | No | No
1197 | Horn Attack | normal | physical | 25 | 65 | 100 | -- % | 0 | Yes | No | No
1198 | Icicle Spear | ice | physical | 30 | 25 | 100 | -- % | 0 | No | No | No
1199 | Brick Break | fighting | physical | 15 | 75 | 100 | -- % | 0 | Yes | No | No
1200 | Dragon Claw | dragon | physical | 15 | 80 | 100 | -- % | 0 | Yes | No | No
1201 | Telekinesis | psychic | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1202 | Head Charge | normal | physical | 15 | 120 | 100 | -- % | 0 | Yes | No | No
1203 | Heavy Slam | steel | physical | 10 | 1 | 100 | -- % | 0 | Yes | No | No
1204 | Agility | psychic | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1205 | Pay Day | normal | physical | 20 | 40 | 100 | -- % | 0 | No | No | No
1206 | Octazooka | water | special | 10 | 65 | 85 | 50 % | 0 | No | No | No
1207 | Heal Pulse | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1208 | Dive | water | physical | 10 | 80 | 100 | -- % | 0 | Yes | No | No
1209 | Circle Throw | fighting | physical | 10 | 60 | 90 | -- % | -6 | Yes | No | No
1210 | Assurance | dark | physical | 10 | 60 | 100 | -- % | 0 | Yes | No | No
1211 | Lucky Chant | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1212 | High Jump Kick | fighting | physical | 10 | 130 | 90 | -- % | 0 | Yes | No | No
1213 | Iron Defense | steel | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1214 | Feint Attack | dark | physical | 20 | 60 | 0 | -- % | 0 | Yes | No | No
1215 | Sweet Kiss | fairy | other | 10 | 0 | 75 | -- % | 0 | No | No | No
1216 | Snarl | dark | special | 15 | 55 | 95 | 100 % | 0 | No | Yes | No
1217 | Sonic Boom | normal | special | 20 | 1 | 90 | -- % | 0 | No | No | No
1218 | Autotomize | steel | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1219 | Barrage | normal | physical | 20 | 15 | 85 | -- % | 0 | No | No | No
1220 | Stomp | normal | physical | 20 | 65 | 100 | 30 % | 0 | Yes | No | No
1221 | Bone Rush | ground | physical | 10 | 25 | 90 | -- % | 0 | No | No | No
1222 | Lovely Kiss | normal | other | 10 | 0 | 75 | -- % | 0 | No | No | No
1223 | Beat Up | dark | physical | 10 | 1 | 100 | -- % | 0 | No | No | No
1224 | Iron Head | steel | physical | 15 | 80 | 100 | 30 % | 0 | Yes | No | No
1225 | Reversal | fighting | physical | 15 | 1 | 100 | -- % | 0 | Yes | No | No
1226 | Secret Power | normal | physical | 20 | 70 | 100 | Buildings | Caves & Mountains | Sleep | Snow | Freeze
1227 | Force Palm | fighting | physical | 10 | 60 | 100 | 30 % | 0 | Yes | No | No
1228 | Fell Stinger | bug | physical | 25 | 30 | 100 | -- % | 0 | Yes | No | No
1229 | Pursuit | dark | physical | 20 | 40 | 100 | -- % | 0 | Yes | No | No
1230 | Weather Ball | normal | special | 10 | 50 | 100 | -- % | 0 | No | No | No
1231 | Mega Punch | normal | physical | 20 | 80 | 85 | -- % | 0 | Yes | No | Yes
1232 | Tailwind | flying | other | 15 | 0 | 0 | -- % | 0 | No | No | No
